date,close
1974-12-01,0.0216
1974-12-08,0.0211
1974-12-15,0.0223
1974-12-22,0.0227
1974-12-29,0.0228
1975-01-05,0.0236
1975-01-12,0.0234
1975-01-19,0.02
1975-01-26,0.0207
1975-02-02,0.0219
1975-02-09,0.0223
1975-02-16,0.0235
1975-02-23,0.0226
1975-03-02,0.0211
1975-03-09,0.0226
1975-03-16,0.0228
1975-03-23,0.0231
1975-03-30,0.0234
1975-04-06,0.0226
1975-04-13,0.0249
1975-04-20,0.0268
1975-04-27,0.0267
1975-05-04,0.0267
1975-05-11,0.0267
1975-05-18,0.0272
1975-05-25,0.0259
1975-06-01,0.026
1975-06-08,0.0247
1975-06-15,0.0245
1975-06-22,0.0238
1975-06-29,0.0255
1975-07-06,0.025
1975-07-13,0.0248
1975-07-20,0.0255
1975-07-27,0.0241
1975-08-03,0.0235
1975-08-10,0.0224
1975-08-17,0.0219
1975-08-24,0.0216
1975-08-31,0.0217
1975-09-07,0.0216
1975-09-14,0.0212
1975-09-21,0.0226
1975-09-28,0.023
1975-10-05,0.0229
1975-10-12,0.0241
1975-10-19,0.0244
1975-10-26,0.0244
1975-11-02,0.0243
1975-11-09,0.025
1975-11-16,0.0263
1975-11-23,0.0262
1975-11-30,0.027
1975-12-07,0.0248
1975-12-14,0.0258
1975-12-21,0.0253
1975-12-28,0.0262
1976-01-04,0.0261
1976-01-11,0.0276
1976-01-18,0.0281
1976-01-25,0.0283
1976-02-01,0.0279
1976-02-08,0.0272
1976-02-15,0.0267
1976-02-22,0.0278
1976-02-29,0.0259
1976-03-07,0.0251
1976-03-14,0.0251
1976-03-21,0.0256
1976-03-28,0.027
1976-04-04,0.0272
1976-04-11,0.0272
1976-04-18,0.027
1976-04-25,0.0278
1976-05-02,0.0273
1976-05-09,0.0272
1976-05-16,0.0271
1976-05-23,0.0267
1976-05-30,0.0264
1976-06-06,0.0258
1976-06-13,0.0261
1976-06-20,0.0262
1976-06-27,0.0257
1976-07-04,0.0264
1976-07-11,0.0264
1976-07-18,0.0265
1976-07-25,0.0266
1976-08-01,0.0264
1976-08-08,0.0258
1976-08-15,0.0267
1976-08-22,0.0274
1976-08-29,0.0277
1976-09-05,0.0285
1976-09-12,0.0286
1976-09-19,0.03
1976-09-26,0.0302
1976-10-03,0.0302
1976-10-10,0.0289
1976-10-17,0.0294
1976-10-24,0.0287
1976-10-31,0.03
1976-11-07,0.0289
1976-11-14,0.0292
1976-11-21,0.0306
1976-11-28,0.0306
1976-12-05,0.0305
1976-12-12,0.0311
1976-12-19,0.0304
1976-12-26,0.0299
1977-01-02,0.0307
1977-01-09,0.0291
1977-01-16,0.0288
1977-01-23,0.0283
1977-01-30,0.0278
1977-02-06,0.0277
1977-02-13,0.0268
1977-02-20,0.0276
1977-02-27,0.0273
1977-03-06,0.028
1977-03-13,0.0274
1977-03-20,0.0278
1977-03-27,0.0272
1977-04-03,0.0272
1977-04-10,0.027
1977-04-17,0.0279
1977-04-24,0.0264
1977-05-01,0.027
1977-05-08,0.0275
1977-05-15,0.0273
1977-05-22,0.0277
1977-05-29,0.0266
1977-06-05,0.0274
1977-06-12,0.0279
1977-06-19,0.0288
1977-06-26,0.0281
1977-07-03,0.0282
1977-07-10,0.0281
1977-07-17,0.0287
1977-07-24,0.0293
1977-07-31,0.029
1977-08-07,0.0303
1977-08-14,0.0299
1977-08-21,0.0311
1977-08-28,0.0303
1977-09-04,0.0314
1977-09-11,0.0308
1977-09-18,0.0314
1977-09-25,0.0314
1977-10-02,0.0324
1977-10-09,0.0324
1977-10-16,0.0306
1977-10-23,0.0308
1977-10-30,0.0307
1977-11-06,0.0307
1977-11-13,0.0328
1977-11-20,0.0318
1977-11-27,0.0319
1977-12-04,0.0314
1977-12-11,0.0308
1977-12-18,0.0308
1977-12-25,0.0323
1978-01-01,0.0316
1978-01-08,0.03
1978-01-15,0.0286
1978-01-22,0.0293
1978-01-29,0.0292
1978-02-05,0.03
1978-02-12,0.0297
1978-02-19,0.0287
1978-02-26,0.0295
1978-03-05,0.029
1978-03-12,0.0299
1978-03-19,0.03
1978-03-26,0.0296
1978-04-02,0.0299
1978-04-09,0.0305
1978-04-16,0.0321
1978-04-23,0.0319
1978-04-30,0.0332
1978-05-07,0.0331
1978-05-14,0.0352
1978-05-21,0.0342
1978-05-28,0.0336
1978-06-04,0.0356
1978-06-11,0.0363
1978-06-18,0.0352
1978-06-25,0.0341
1978-07-02,0.0344
1978-07-09,0.0343
1978-07-16,0.0355
1978-07-23,0.0358
1978-07-30,0.0375
1978-08-06,0.0394
1978-08-13,0.0379
1978-08-20,0.0383
1978-08-27,0.0385
1978-09-03,0.0371
1978-09-10,0.0395
1978-09-17,0.0374
1978-09-24,0.0378
1978-10-01,0.0374
1978-10-08,0.0383
1978-10-15,0.038
1978-10-22,0.0363
1978-10-29,0.0344
1978-11-05,0.0358
1978-11-12,0.0368
1978-11-19,0.0367
1978-11-26,0.0368
1978-12-03,0.0367
1978-12-10,0.0379
1978-12-17,0.0364
1978-12-24,0.0371
1978-12-31,0.0371
1979-01-07,0.0389
1979-01-14,0.0379
1979-01-21,0.0366
1979-01-28,0.0366
1979-02-04,0.0362
1979-02-11,0.0355
1979-02-18,0.0352
1979-02-25,0.0343
1979-03-04,0.0353
1979-03-11,0.0344
1979-03-18,0.0344
1979-03-25,0.0356
1979-04-01,0.0359
1979-04-08,0.0355
1979-04-15,0.035
1979-04-22,0.0355
1979-04-29,0.0359
1979-05-06,0.0355
1979-05-13,0.0355
1979-05-20,0.0345
1979-05-27,0.0347
1979-06-03,0.0336
1979-06-10,0.0343
1979-06-17,0.0365
1979-06-24,0.0367
1979-07-01,0.037
1979-07-08,0.0372
1979-07-15,0.0375
1979-07-22,0.0362
1979-07-29,0.0365
1979-08-05,0.0384
1979-08-12,0.0401
1979-08-19,0.0405
1979-08-26,0.0396
1979-09-02,0.0413
1979-09-09,0.0398
1979-09-16,0.0395
1979-09-23,0.0392
1979-09-30,0.0381
1979-10-07,0.0377
1979-10-14,0.0352
1979-10-21,0.0341
1979-10-28,0.0354
1979-11-04,0.0362
1979-11-11,0.036
1979-11-18,0.0361
1979-11-25,0.0362
1979-12-02,0.0377
1979-12-09,0.0383
1979-12-16,0.0394
1979-12-23,0.0387
1979-12-30,0.0386
1980-01-06,0.0372
1980-01-13,0.0363
1980-01-20,0.0345
1980-01-27,0.0362
1980-02-03,0.0386
1980-02-10,0.0363
1980-02-17,0.0368
1980-02-24,0.036
1980-03-02,0.0364
1980-03-09,0.0343
1980-03-16,0.0341
1980-03-23,0.0347
1980-03-30,0.038
1980-04-06,0.038
1980-04-13,0.0381
1980-04-20,0.039
1980-04-27,0.0414
1980-05-04,0.042
1980-05-11,0.0419
1980-05-18,0.0437
1980-05-25,0.042
1980-06-01,0.042
1980-06-08,0.0431
1980-06-15,0.0452
1980-06-22,0.0442
1980-06-29,0.0456
1980-07-06,0.0466
1980-07-13,0.0444
1980-07-20,0.0476
1980-07-27,0.0472
1980-08-03,0.0507
1980-08-10,0.0511
1980-08-17,0.0528
1980-08-24,0.0528
1980-08-31,0.0493
1980-09-07,0.0494
1980-09-14,0.048
1980-09-21,0.0487
1980-09-28,0.0479
1980-10-05,0.048
1980-10-12,0.0459
1980-10-19,0.0492
1980-10-26,0.0487
1980-11-02,0.048
1980-11-09,0.0494
1980-11-16,0.052
1980-11-23,0.0496
1980-11-30,0.0462
1980-12-07,0.0477
1980-12-14,0.0455
1980-12-21,0.0455
1980-12-28,0.0483
1981-01-04,0.0503
1981-01-11,0.0528
1981-01-18,0.0538
1981-01-25,0.0496
1981-02-01,0.0498
1981-02-08,0.0499
1981-02-15,0.0481
1981-02-22,0.0483
1981-03-01,0.0546
1981-03-08,0.0532
1981-03-15,0.0555
1981-03-22,0.0586
1981-03-29,0.0589
1981-04-05,0.0583
1981-04-12,0.0586
1981-04-19,0.0598
1981-04-26,0.0614
1981-05-03,0.0583
1981-05-10,0.0569
1981-05-17,0.0591
1981-05-24,0.0593
1981-05-31,0.0598
1981-06-07,0.0595
1981-06-14,0.0588
1981-06-21,0.0601
1981-06-28,0.0591
1981-07-05,0.0563
1981-07-12,0.0576
1981-07-19,0.0553
1981-07-26,0.056
1981-08-02,0.0578
1981-08-09,0.0569
1981-08-16,0.0578
1981-08-23,0.0549
1981-08-30,0.054
1981-09-06,0.0538
1981-09-13,0.054
1981-09-20,0.053
1981-09-27,0.0531
1981-10-04,0.0569
1981-10-11,0.0585
1981-10-18,0.0604
1981-10-25,0.0588
1981-11-01,0.061
1981-11-08,0.0619
1981-11-15,0.0613
1981-11-22,0.0627
1981-11-29,0.0619
1981-12-06,0.0613
1981-12-13,0.0597
1981-12-20,0.0569
1981-12-27,0.0581
1982-01-03,0.0578
1982-01-10,0.0573
1982-01-17,0.0555
1982-01-24,0.0553
1982-01-31,0.0597
1982-02-07,0.0581
1982-02-14,0.0548
1982-02-21,0.055
1982-02-28,0.0539
1982-03-07,0.056
1982-03-14,0.0558
1982-03-21,0.0551
1982-03-28,0.0561
1982-04-04,0.0582
1982-04-11,0.0602
1982-04-18,0.0603
1982-04-25,0.0629
1982-05-02,0.0617
1982-05-09,0.0629
1982-05-16,0.0617
1982-05-23,0.0612
1982-05-30,0.0591
1982-06-06,0.0585
1982-06-13,0.0609
1982-06-20,0.0595
1982-06-27,0.062
1982-07-04,0.0586
1982-07-11,0.0609
1982-07-18,0.0644
1982-07-25,0.0602
1982-08-01,0.0582
1982-08-08,0.0561
1982-08-15,0.0567
1982-08-22,0.0608
1982-08-29,0.0635
1982-09-05,0.0696
1982-09-12,0.0679
1982-09-19,0.0679
1982-09-26,0.0682
1982-10-03,0.0676
1982-10-10,0.0743
1982-10-17,0.0719
1982-10-24,0.0749
1982-10-31,0.0775
1982-11-07,0.0802
1982-11-14,0.0731
1982-11-21,0.0742
1982-11-28,0.0731
1982-12-05,0.0735
1982-12-12,0.0755
1982-12-19,0.0732
1982-12-26,0.0748
1983-01-02,0.0744
1983-01-09,0.0726
1983-01-16,0.0701
1983-01-23,0.0695
1983-01-30,0.0735
1983-02-06,0.0713
1983-02-13,0.0723
1983-02-20,0.0743
1983-02-27,0.0765
1983-03-06,0.0784
1983-03-13,0.0767
1983-03-20,0.0761
1983-03-27,0.0795
1983-04-03,0.0791
1983-04-10,0.0797
1983-04-17,0.0835
1983-04-24,0.0808
1983-05-01,0.08
1983-05-08,0.0827
1983-05-15,0.0814
1983-05-22,0.0795
1983-05-29,0.0744
1983-06-05,0.0715
1983-06-12,0.0724
1983-06-19,0.074
1983-06-26,0.0756
1983-07-03,0.075
1983-07-10,0.0748
1983-07-17,0.0737
1983-07-24,0.0769
1983-07-31,0.0744
1983-08-07,0.0763
1983-08-14,0.0756
1983-08-21,0.0796
1983-08-28,0.0788
1983-09-04,0.0804
1983-09-11,0.0819
1983-09-18,0.0815
1983-09-25,0.0853
1983-10-02,0.0864
1983-10-09,0.0903
1983-10-16,0.0905
1983-10-23,0.0911
1983-10-30,0.0892
1983-11-06,0.0868
1983-11-13,0.0893
1983-11-20,0.089
1983-11-27,0.0893
1983-12-04,0.0916
1983-12-11,0.092
1983-12-18,0.0932
1983-12-25,0.0935
1984-01-01,0.0932
1984-01-08,0.0951
1984-01-15,0.0951
1984-01-22,0.0958
1984-01-29,0.0967
1984-02-05,0.0917
1984-02-12,0.0906
1984-02-19,0.0883
1984-02-26,0.0896
1984-03-04,0.0906
1984-03-11,0.0847
1984-03-18,0.0875
1984-03-25,0.0882
1984-04-01,0.0888
1984-04-08,0.0862
1984-04-15,0.087
1984-04-22,0.0829
1984-04-29,0.0842
1984-05-06,0.0868
1984-05-13,0.0875
1984-05-20,0.0845
1984-05-27,0.0832
1984-06-03,0.0857
1984-06-10,0.089
1984-06-17,0.0881
1984-06-24,0.091
1984-07-01,0.0923
1984-07-08,0.0931
1984-07-15,0.0921
1984-07-22,0.0915
1984-07-29,0.0918
1984-08-05,0.1001
1984-08-12,0.1016
1984-08-19,0.0975
1984-08-26,0.1013
1984-09-02,0.1015
1984-09-09,0.102
1984-09-16,0.1039
1984-09-23,0.1044
1984-09-30,0.1051
1984-10-07,0.1014
1984-10-14,0.1034
1984-10-21,0.1085
1984-10-28,0.1058
1984-11-04,0.1088
1984-11-11,0.1087
1984-11-18,0.1071
1984-11-25,0.112
1984-12-02,0.1092
1984-12-09,0.1066
1984-12-16,0.1059
1984-12-23,0.1083
1984-12-30,0.1091
1985-01-06,0.1088
1985-01-13,0.1097
1985-01-20,0.1086
1985-01-27,0.1117
1985-02-03,0.1132
1985-02-10,0.1189
1985-02-17,0.1206
1985-02-24,0.118
1985-03-03,0.1291
1985-03-10,0.126
1985-03-17,0.1233
1985-03-24,0.1295
1985-03-31,0.1286
1985-04-07,0.1295
1985-04-14,0.1283
1985-04-21,0.1252
1985-04-28,0.1289
1985-05-05,0.1136
1985-05-12,0.116
1985-05-19,0.1179
1985-05-26,0.1205
1985-06-02,0.1183
1985-06-09,0.1215
1985-06-16,0.1208
1985-06-23,0.1196
1985-06-30,0.1189
1985-07-07,0.1207
1985-07-14,0.1153
1985-07-21,0.1187
1985-07-28,0.1153
1985-08-04,0.118
1985-08-11,0.117
1985-08-18,0.113
1985-08-25,0.114
1985-09-01,0.1139
1985-09-08,0.1139
1985-09-15,0.1066
1985-09-22,0.1075
1985-09-29,0.1066
1985-10-06,0.1038
1985-10-13,0.1031
1985-10-20,0.1061
1985-10-27,0.1033
1985-11-03,0.1035
1985-11-10,0.107
1985-11-17,0.1066
1985-11-24,0.1072
1985-12-01,0.1121
1985-12-08,0.1121
1985-12-15,0.1217
1985-12-22,0.1235
1985-12-29,0.1274
1986-01-05,0.1271
1986-01-12,0.1314
1986-01-19,0.1323
1986-01-26,0.1308
1986-02-02,0.1364
1986-02-09,0.138
1986-02-16,0.1415
1986-02-23,0.1446
1986-03-02,0.1492
1986-03-09,0.1483
1986-03-16,0.1718
1986-03-23,0.1721
1986-03-30,0.1716
1986-04-06,0.1602
1986-04-13,0.1855
1986-04-20,0.1985
1986-04-27,0.1873
1986-05-04,0.1812
1986-05-11,0.1866
1986-05-18,0.1808
1986-05-25,0.1877
1986-06-01,0.1992
1986-06-08,0.1963
1986-06-15,0.2006
1986-06-22,0.2035
1986-06-29,0.2177
1986-07-06,0.2221
1986-07-13,0.2144
1986-07-20,0.2075
1986-07-27,0.214
1986-08-03,0.206
1986-08-10,0.2038
1986-08-17,0.2126
1986-08-24,0.2213
1986-08-31,0.2213
1986-09-07,0.2151
1986-09-14,0.1912
1986-09-21,0.1857
1986-09-28,0.1945
1986-10-05,0.1967
1986-10-12,0.2059
1986-10-19,0.2114
1986-10-26,0.2125
1986-11-02,0.2158
1986-11-09,0.2074
1986-11-16,0.2033
1986-11-23,0.207
1986-11-30,0.218
1986-12-07,0.2213
1986-12-14,0.2209
1986-12-21,0.2165
1986-12-28,0.2168
1987-01-04,0.218
1987-01-11,0.228
1987-01-18,0.2387
1987-01-25,0.2402
1987-02-01,0.2613
1987-02-08,0.2584
1987-02-15,0.2528
1987-02-22,0.2524
1987-03-01,0.2506
1987-03-08,0.2573
1987-03-15,0.2543
1987-03-22,0.2554
1987-03-29,0.2607
1987-04-05,0.273
1987-04-12,0.2663
1987-04-19,0.2543
1987-04-26,0.252
1987-05-03,0.2461
1987-05-10,0.2502
1987-05-17,0.245
1987-05-24,0.2476
1987-05-31,0.2554
1987-06-07,0.261
1987-06-14,0.2655
1987-06-21,0.2689
1987-06-28,0.27
1987-07-05,0.2757
1987-07-12,0.2779
1987-07-19,0.2923
1987-07-26,0.2893
1987-08-02,0.2968
1987-08-09,0.2998
1987-08-16,0.3134
1987-08-23,0.3364
1987-08-30,0.35
1987-09-06,0.3413
1987-09-13,0.3554
1987-09-20,0.3349
1987-09-27,0.3531
1987-10-04,0.3607
1987-10-11,0.3341
1987-10-18,0.3121
1987-10-25,0.2757
1987-11-01,0.2821
1987-11-08,0.2734
1987-11-15,0.2715
1987-11-22,0.2734
1987-11-29,0.2681
1987-12-06,0.2586
1987-12-13,0.2753
1987-12-20,0.2757
1987-12-27,0.2757
1988-01-03,0.2619
1988-01-10,0.2611
1988-01-17,0.263
1988-01-24,0.2554
1988-01-31,0.2661
1988-02-07,0.2665
1988-02-14,0.2784
1988-02-21,0.278
1988-02-28,0.2818
1988-03-06,0.2845
1988-03-13,0.2826
1988-03-20,0.2915
1988-03-27,0.2741
1988-04-03,0.2776
1988-04-10,0.2834
1988-04-17,0.2706
1988-04-24,0.2694
1988-05-01,0.276
1988-05-08,0.2648
1988-05-15,0.2601
1988-05-22,0.2551
1988-05-29,0.2501
1988-06-05,0.2687
1988-06-12,0.2633
1988-06-19,0.2609
1988-06-26,0.2676
1988-07-03,0.2609
1988-07-10,0.2672
1988-07-17,0.2832
1988-07-24,0.2762
1988-07-31,0.2868
1988-08-07,0.2891
1988-08-14,0.2793
1988-08-21,0.2848
1988-08-28,0.284
1988-09-04,0.295
1988-09-11,0.2997
1988-09-18,0.3016
1988-09-25,0.3048
1988-10-02,0.3064
1988-10-09,0.3195
1988-10-16,0.3123
1988-10-23,0.3084
1988-10-30,0.3001
1988-11-06,0.3016
1988-11-13,0.2894
1988-11-20,0.2921
1988-11-27,0.3032
1988-12-04,0.3048
1988-12-11,0.3127
1988-12-18,0.3139
1988-12-25,0.3248
1989-01-01,0.3263
1989-01-08,0.3239
1989-01-15,0.3291
1989-01-22,0.3267
1989-01-29,0.3472
1989-02-05,0.3492
1989-02-12,0.3444
1989-02-19,0.3536
1989-02-26,0.346
1989-03-05,0.3492
1989-03-12,0.3737
1989-03-19,0.3781
1989-03-26,0.3717
1989-04-02,0.3886
1989-04-09,0.3854
1989-04-16,0.387
1989-04-23,0.406
1989-04-30,0.4113
1989-05-07,0.4113
1989-05-14,0.4295
1989-05-21,0.4396
1989-05-28,0.4521
1989-06-04,0.457
1989-06-11,0.4618
1989-06-18,0.4529
1989-06-25,0.4647
1989-07-02,0.452
1989-07-09,0.4602
1989-07-16,0.4708
1989-07-23,0.4891
1989-07-30,0.5054
1989-08-06,0.5283
1989-08-13,0.5217
1989-08-20,0.5103
1989-08-27,0.5254
1989-09-03,0.5364
1989-09-10,0.5303
1989-09-17,0.5118
1989-09-24,0.5184
1989-10-01,0.5414
1989-10-08,0.5875
1989-10-15,0.5393
1989-10-22,0.5838
1989-10-29,0.5443
1989-11-05,0.5542
1989-11-12,0.5508
1989-11-19,0.5443
1989-11-26,0.5459
1989-12-03,0.5624
1989-12-10,0.5591
1989-12-17,0.5587
1989-12-24,0.5321
1989-12-31,0.5519
1990-01-07,0.5587
1990-01-14,0.5139
1990-01-21,0.5205
1990-01-28,0.4907
1990-02-04,0.5073
1990-02-11,0.5205
1990-02-18,0.5073
1990-02-25,0.4973
1990-03-04,0.4891
1990-03-11,0.4986
1990-03-18,0.5169
1990-03-25,0.5271
1990-04-01,0.5303
1990-04-08,0.5521
1990-04-15,0.5621
1990-04-22,0.5487
1990-04-29,0.5554
1990-05-06,0.5755
1990-05-13,0.5922
1990-05-20,0.5855
1990-05-27,0.5688
1990-06-03,0.5789
1990-06-10,0.5922
1990-06-17,0.5935
1990-06-24,0.6036
1990-07-01,0.6272
1990-07-08,0.6643
1990-07-15,0.6728
1990-07-22,0.676
1990-07-29,0.629
1990-08-05,0.6272
1990-08-12,0.6188
1990-08-19,0.6103
1990-08-26,0.5834
1990-09-02,0.6087
1990-09-09,0.6103
1990-09-16,0.6094
1990-09-23,0.6094
1990-09-30,0.6162
1990-10-07,0.6502
1990-10-14,0.6094
1990-10-21,0.6588
1990-10-28,0.635
1990-11-04,0.6605
1990-11-11,0.6639
1990-11-18,0.6554
1990-11-25,0.6554
1990-12-02,0.6621
1990-12-09,0.6809
1990-12-16,0.6952
1990-12-23,0.7022
1990-12-30,0.6986
1991-01-06,0.678
1991-01-13,0.6729
1991-01-20,0.7228
1991-01-27,0.7537
1991-02-03,0.781
1991-02-10,0.8137
1991-02-17,0.8514
1991-02-24,0.9304
1991-03-03,0.9064
1991-03-10,0.9277
1991-03-17,0.9174
1991-03-24,0.9606
1991-03-31,0.9398
1991-04-07,0.9364
1991-04-14,0.9433
1991-04-21,0.9467
1991-04-28,0.9347
1991-05-05,0.9554
1991-05-12,0.9329
1991-05-19,0.8967
1991-05-26,0.9398
1991-06-02,0.9451
1991-06-09,0.9174
1991-06-16,0.9286
1991-06-23,0.9059
1991-06-30,0.8834
1991-07-07,0.9129
1991-07-14,0.9425
1991-07-21,0.9163
1991-07-28,0.9234
1991-08-04,0.9581
1991-08-11,0.9912
1991-08-18,0.9963
1991-08-25,1.0172
1991-09-01,1.0311
1991-09-08,1.0138
1991-09-15,1.0159
1991-09-22,1.0212
1991-09-29,1.0107
1991-10-06,1.0002
1991-10-13,1.0107
1991-10-20,1.0212
1991-10-27,0.9808
1991-11-03,0.9703
1991-11-10,0.9755
1991-11-17,0.9598
1991-11-24,0.9581
1991-12-01,0.9493
1991-12-08,0.9511
1991-12-15,0.9972
1991-12-22,1.0253
1991-12-29,1.0907
1992-01-05,1.1224
1992-01-12,1.1278
1992-01-19,1.0836
1992-01-26,1.0801
1992-02-02,1.0782
1992-02-09,1.0695
1992-02-16,1.0589
1992-02-23,1.0589
1992-03-01,1.0836
1992-03-08,1.0628
1992-03-15,1.1071
1992-03-22,1.0965
1992-03-29,1.0806
1992-04-05,1.1002
1992-04-12,1.0965
1992-04-19,1.109
1992-04-26,1.0789
1992-05-03,1.1002
1992-05-10,1.109
1992-05-17,1.1036
1992-05-24,1.0806
1992-05-31,1.1019
1992-06-07,1.0575
1992-06-14,1.0632
1992-06-21,1.0398
1992-06-28,1.0488
1992-07-05,1.1133
1992-07-12,1.1329
